InteractionID;UserID;SessionDuration (secs);QueryType;ResponseTime (secs);SatisfactionRating;ResolvedQuery;SentimentScore;IntentConfidence (%);ResponseLength (words);Language;ChatbotVersion;Escalation;InteractionDate;EfficiencyScore
249;1972;170;General Query;7;1;Yes;0.73;84.97;67;German;v2.1;No;11/01/2023 08:00;8.6
250;2768;130;Product Inquiry;5;4;Yes;0.36;80.87;15;Other;v2.1;No;11/01/2023 09:00;9.29
251;2282;507;Feedback;3;4;Yes;-0.82;88.41;48;Spanish;v2.0;No;11/01/2023 10:00;10.24
252;4430;568;Feedback;5;4;Yes;-0.85;61.64;70;English;v2.0;No;11/01/2023 11:00;7.36
253;1709;22;Technical Support;6;5;No;-0.88;72.2;17;English;v2.0;No;11/01/2023 12:00;8.12
254;2479;502;Technical Support;4;5;Yes;-0.57;59.84;13;Spanish;v1.0;No;11/01/2023 13:00;7.58
255;2434;32;General Query;4;4;Yes;0.97;77.42;10;Spanish;v1.0;No;11/01/2023 14:00;9.04
256;1648;181;Product Inquiry;1;2;Yes;-0.54;58.9;39;French;v2.0;No;11/01/2023 15:00;6.89
257;1317;363;General Query;7;1;Yes;-0.28;97.37;64;English;v1.0;Yes;11/01/2023 16:00;9.84
258;4748;468;Technical Support;8;3;Yes;0.11;82.28;60;English;v2.0;No;11/01/2023 17:00;8.83
259;4296;351;General Query;4;3;Yes;-0.31;94.6;9;English;v1.1;No;11/01/2023 18:00;10.46
260;4890;283;Technical Support;6;2;Yes;-0.7;75.77;34;English;v2.1;No;11/01/2023 19:00;8.08
261;2257;102;Technical Support;6;1;Yes;0.4;94.17;18;Other;v2.0;No;11/01/2023 20:00;9.62
262;1683;353;Feedback;1;2;Yes;0.64;53.0;95;English;v1.0;No;11/01/2023 21:00;6.3
263;1663;399;Technical Support;4;2;Yes;0.38;92.27;25;Other;v1.0;No;11/01/2023 22:00;9.93
264;2998;238;Product Inquiry;6;5;Yes;0.23;78.83;94;German;v2.1;No;11/01/2023 23:00;9.28
265;4898;473;Product Inquiry;9;5;No;-0.63;71.59;50;English;v1.1;No;12/01/2023 00:00;7.76
266;4445;108;General Query;4;5;Yes;0.35;95.12;36;English;v1.0;No;12/01/2023 01:00;11.11
267;4743;352;General Query;9;4;Yes;-0.41;65.64;45;French;v2.0;No;12/01/2023 02:00;7.36
268;2631;329;General Query;4;4;Yes;0.46;51.91;59;English;v1.0;No;12/01/2023 03:00;6.49
269;2495;439;General Query;7;5;Yes;1.0;61.75;6;English;v2.1;No;12/01/2023 04:00;7.48
270;4304;373;Feedback;7;3;Yes;-0.27;59.75;89;English;v2.0;No;12/01/2023 05:00;6.68
271;4763;119;General Query;8;3;No;0.57;53.58;99;Spanish;v2.0;No;12/01/2023 06:00;5.46
272;2136;164;Technical Support;7;3;Yes;0.02;65.22;63;Spanish;v2.1;No;12/01/2023 07:00;7.22
273;2853;29;General Query;6;3;Yes;-0.28;94.12;49;German;v1.1;No;12/01/2023 08:00;10.21
274;2520;63;Others;3;3;Yes;-0.08;95.4;91;English;v1.1;No;12/01/2023 09:00;10.64
275;3489;405;General Query;7;5;Yes;0.94;96.85;45;Other;v2.1;No;12/01/2023 10:00;10.98
276;1563;514;Product Inquiry;6;3;Yes;0.32;94.45;72;English;v1.1;Yes;12/01/2023 11:00;10.24
277;2291;512;Product Inquiry;8;2;Yes;-0.17;88.32;40;Spanish;v2.1;Yes;12/01/2023 12:00;9.13
278;4581;188;Technical Support;4;4;Yes;0.84;76.94;53;Spanish;v2.0;No;12/01/2023 13:00;8.99
279;4878;550;General Query;7;5;Yes;-0.14;77.8;97;English;v1.1;No;12/01/2023 14:00;9.08
280;4457;355;Technical Support;7;5;Yes;-0.39;71.54;90;English;v2.0;No;12/01/2023 15:00;8.45
281;4458;532;Technical Support;3;4;Yes;0.61;92.16;74;Spanish;v1.0;No;12/01/2023 16:00;10.62
282;4184;149;General Query;8;3;Yes;-0.17;87.85;11;English;v1.0;No;12/01/2023 17:00;9.38
283;2636;558;General Query;2;4;Yes;0.13;64.71;17;English;v1.0;No;12/01/2023 18:00;7.97
284;4696;533;Technical Support;3;4;No;-0.55;95.03;72;Other;v2.0;No;12/01/2023 19:00;10.4
285;3999;269;General Query;1;3;Yes;-0.39;78.43;85;English;v2.1;No;12/01/2023 20:00;9.14
286;4152;157;Feedback;2;2;Yes;0.28;71.16;34;English;v2.1;Yes;12/01/2023 21:00;8.02
287;1698;294;General Query;1;5;Yes;-0.01;81.58;29;English;v1.1;No;12/01/2023 22:00;10.06
288;3160;483;Product Inquiry;6;3;Yes;-0.04;75.37;59;English;v1.0;No;12/01/2023 23:00;8.34
289;1001;160;Technical Support;5;2;Yes;0.01;96.79;6;English;v2.0;No;13/01/2023 00:00;10.28
290;1641;275;Technical Support;6;5;Yes;-0.81;59.6;31;English;v1.1;No;13/01/2023 01:00;7.36
291;3267;475;General Query;3;5;Yes;-0.72;53.86;6;English;v2.0;No;13/01/2023 02:00;7.09
292;2589;453;Feedback;7;4;Yes;0.92;53.16;21;Other;v1.0;No;13/01/2023 03:00;6.32
293;1854;192;Technical Support;4;1;Yes;0.7;62.89;92;English;v1.1;No;13/01/2023 04:00;6.69
294;2759;492;Product Inquiry;1;4;Yes;0.85;99.98;67;English;v2.1;Yes;13/01/2023 05:00;11.6
295;4296;442;Product Inquiry;3;4;Yes;0.6;87.86;23;Spanish;v2.1;No;13/01/2023 06:00;10.19
296;3432;458;Product Inquiry;5;2;No;0.04;76.54;26;English;v2.0;No;13/01/2023 07:00;7.75
297;4474;76;Feedback;7;3;Yes;0.16;57.84;6;French;v2.1;No;13/01/2023 08:00;6.48
298;2661;517;Feedback;9;5;Yes;-0.39;57.44;35;Spanish;v1.0;No;13/01/2023 09:00;6.84
299;2153;188;General Query;5;1;No;0.67;71.03;36;French;v1.1;No;13/01/2023 10:00;6.9
300;2076;580;General Query;1;3;Yes;-0.71;64.51;14;French;v1.1;Yes;13/01/2023 11:00;7.75
301;2707;447;Others;5;3;Yes;-0.08;79.54;7;Spanish;v1.1;No;13/01/2023 12:00;8.85
302;3777;438;General Query;1;5;Yes;-0.14;69.77;66;Spanish;v2.1;No;13/01/2023 13:00;8.88
303;2695;366;Others;7;4;Yes;-0.09;86.74;97;English;v2.0;No;13/01/2023 14:00;9.67
304;2733;536;Product Inquiry;9;2;Yes;-0.09;81.47;6;English;v1.0;No;13/01/2023 15:00;8.35
305;2439;474;General Query;6;3;Yes;0.63;74.91;29;English;v1.0;No;13/01/2023 16:00;8.29
306;3294;221;General Query;4;2;No;-0.55;83.09;18;English;v1.0;No;13/01/2023 17:00;8.51
307;1835;198;Product Inquiry;6;5;Yes;0.95;62.52;79;English;v2.1;No;13/01/2023 18:00;7.65
308;4510;76;Technical Support;1;4;Yes;0.03;98.41;59;French;v1.1;Yes;13/01/2023 19:00;11.44
309;1202;520;General Query;4;2;No;0.42;87.14;23;English;v1.1;No;13/01/2023 20:00;8.91
310;4255;131;General Query;6;2;Yes;0.27;74.83;36;French;v1.0;No;13/01/2023 21:00;7.98
311;1122;167;Feedback;2;2;Yes;0.66;59.8;76;Spanish;v1.0;No;13/01/2023 22:00;6.88
312;1400;397;General Query;3;3;Yes;-0.93;50.33;32;English;v2.0;Yes;13/01/2023 23:00;6.13
313;1766;367;Product Inquiry;4;2;Yes;-0.92;50.99;62;French;v2.1;No;14/01/2023 00:00;5.8
314;1293;377;Product Inquiry;6;5;Yes;0.47;62.68;81;English;v1.0;No;14/01/2023 01:00;7.67
315;3327;75;General Query;3;3;No;-0.01;76.97;12;English;v2.0;Yes;14/01/2023 02:00;8.3
316;4908;335;General Query;1;5;Yes;0.94;61.56;18;Spanish;v2.0;No;14/01/2023 03:00;8.06
317;3931;204;General Query;6;5;Yes;-0.06;75.25;74;English;v2.0;No;14/01/2023 04:00;8.93
318;4681;73;General Query;8;5;Yes;-0.6;65.81;70;Spanish;v2.1;No;14/01/2023 05:00;7.78
319;1197;56;Product Inquiry;8;3;Yes;0.73;67.97;48;Spanish;v2.0;No;14/01/2023 06:00;7.4
320;4029;289;Product Inquiry;4;2;Yes;-0.05;92.02;15;English;v2.1;No;14/01/2023 07:00;9.9
321;2930;527;Technical Support;6;4;Yes;-0.9;58.83;90;English;v2.0;No;14/01/2023 08:00;6.98
322;4582;247;Product Inquiry;1;1;Yes;0.51;96.16;25;English;v1.1;No;14/01/2023 09:00;10.32
323;3799;447;General Query;6;3;Yes;-0.24;88.25;96;English;v2.1;No;14/01/2023 10:00;9.62
324;3191;20;General Query;1;2;Yes;0.71;88.15;36;English;v1.0;No;14/01/2023 11:00;9.82
325;1608;42;General Query;4;5;Yes;-0.78;95.22;54;Spanish;v2.0;No;14/01/2023 12:00;11.12
326;4272;522;Product Inquiry;9;5;Yes;-0.88;92.23;12;English;v2.1;No;14/01/2023 13:00;10.32
327;2147;467;Feedback;6;2;Yes;0.42;53.13;30;English;v1.1;No;14/01/2023 14:00;5.81
328;1186;515;General Query;4;3;Yes;-0.29;95.54;90;French;v1.1;No;14/01/2023 15:00;10.55
329;4397;444;Product Inquiry;4;2;Yes;0.46;81.28;21;Spanish;v1.0;No;14/01/2023 16:00;8.83
330;3511;37;Technical Support;4;3;Yes;0.61;72.22;55;English;v2.1;No;14/01/2023 17:00;8.22
331;4420;464;Technical Support;7;5;Yes;-0.19;50.92;93;English;v2.1;No;14/01/2023 18:00;6.39
332;2794;580;Others;9;2;Yes;-0.21;93.88;34;Spanish;v1.1;No;14/01/2023 19:00;9.59
333;1659;578;General Query;6;1;Yes;0.48;91.08;27;English;v2.0;No;14/01/2023 20:00;9.31
334;3811;58;General Query;7;2;No;0.28;78.39;13;English;v2.0;No;14/01/2023 21:00;7.74
335;4002;229;General Query;4;5;Yes;-0.29;56.49;18;Spanish;v1.1;No;14/01/2023 22:00;7.25
336;2955;230;General Query;5;1;Yes;-0.99;76.03;63;English;v1.1;No;14/01/2023 23:00;7.9
337;3450;584;Product Inquiry;9;1;Yes;-0.59;69.73;61;Spanish;v2.0;No;15/01/2023 00:00;6.87
338;2369;300;Feedback;8;2;Yes;0.19;78.21;62;German;v1.1;No;15/01/2023 01:00;8.12
339;2986;152;Technical Support;2;4;Yes;-0.32;57.56;41;English;v1.1;No;15/01/2023 02:00;7.26
340;2534;468;General Query;8;3;Yes;-0.24;74.51;51;Spanish;v1.0;No;15/01/2023 03:00;8.05
341;1146;283;General Query;3;3;No;0.63;86.35;58;English;v2.1;Yes;15/01/2023 04:00;9.24
342;4219;130;Feedback;2;4;Yes;-0.37;73.08;91;English;v1.0;No;15/01/2023 05:00;8.81
343;3911;574;Product Inquiry;2;1;Yes;0.73;89.56;21;English;v1.1;No;15/01/2023 06:00;9.56
344;2734;257;Feedback;4;4;Yes;0.77;65.87;95;English;v1.0;No;15/01/2023 07:00;7.89
345;2843;476;Technical Support;1;3;Yes;-0.73;54.09;24;English;v2.0;No;15/01/2023 08:00;6.71
346;1488;535;Others;5;5;Yes;0.38;77.08;66;French;v2.1;No;15/01/2023 09:00;9.21
347;3976;192;Feedback;7;4;No;0.5;96.8;14;English;v2.1;No;15/01/2023 10:00;10.18
348;2959;212;Product Inquiry;2;5;No;-0.23;80.23;48;English;v2.0;No;15/01/2023 11:00;9.32
349;2663;534;Technical Support;5;2;Yes;0.94;72.58;49;English;v2.1;No;15/01/2023 12:00;7.86
350;3598;587;Product Inquiry;4;2;Yes;0.73;70.33;70;English;v2.1;No;15/01/2023 13:00;7.73
351;3385;428;General Query;6;4;No;-0.21;88.42;45;English;v2.1;Yes;15/01/2023 14:00;9.44
352;3919;103;General Query;1;5;Yes;0.43;80.74;59;English;v1.0;No;15/01/2023 15:00;9.97
353;1640;99;General Query;1;4;Yes;0.98;87.28;69;English;v1.0;Yes;15/01/2023 16:00;10.33
354;2802;597;General Query;2;5;Yes;0.87;55.12;34;English;v2.0;No;15/01/2023 17:00;7.31
355;3520;228;General Query;4;1;Yes;-0.52;92.32;68;English;v1.0;No;15/01/2023 18:00;9.63
356;2969;541;Product Inquiry;1;2;Yes;0.92;97.37;73;French;v2.0;No;15/01/2023 19:00;10.74
357;3198;218;Others;5;4;Yes;0.23;69.32;32;English;v2.1;No;15/01/2023 20:00;8.13
358;2438;590;Product Inquiry;6;3;Yes;-0.81;77.18;68;English;v2.0;No;15/01/2023 21:00;8.52
359;4369;253;Product Inquiry;4;4;Yes;0.41;52.75;41;Spanish;v2.0;No;15/01/2023 22:00;6.58
360;2634;263;General Query;7;1;Yes;0.98;98.21;42;English;v2.1;Yes;15/01/2023 23:00;9.92
361;1262;412;General Query;5;4;Yes;-0.33;84.2;76;Spanish;v1.0;No;16/01/2023 00:00;9.62
362;2787;585;Technical Support;9;5;Yes;-0.89;51.96;66;Spanish;v2.0;No;16/01/2023 01:00;6.3
363;3191;465;Technical Support;9;2;Yes;-0.34;66.3;10;English;v2.0;No;16/01/2023 02:00;6.83
364;3393;412;General Query;4;4;Yes;-0.43;70.81;9;English;v2.0;No;16/01/2023 03:00;8.38
365;1623;28;Product Inquiry;6;3;Yes;-0.7;70.62;69;Spanish;v1.0;No;16/01/2023 04:00;7.86
366;2016;172;Technical Support;2;3;Yes;0.26;59.13;52;English;v2.0;Yes;16/01/2023 05:00;7.11
367;4643;129;General Query;2;3;Yes;-0.91;93.18;96;Other;v2.0;No;16/01/2023 06:00;10.52
368;1880;285;General Query;3;3;Yes;-0.57;50.33;27;French;v1.0;No;16/01/2023 07:00;6.13
369;3049;392;Technical Support;2;5;Yes;0.99;50.03;64;English;v1.0;No;16/01/2023 08:00;6.8
370;3944;171;Technical Support;9;1;Yes;0.24;89.2;97;Spanish;v2.1;No;16/01/2023 09:00;8.82
371;2327;434;General Query;4;4;No;-0.77;52.88;97;English;v2.0;No;16/01/2023 10:00;6.09
372;3301;345;General Query;5;1;Yes;0.97;97.02;68;Other;v1.0;No;16/01/2023 11:00;10.0
373;4723;570;Technical Support;2;5;Yes;-0.37;98.76;49;Spanish;v2.0;No;16/01/2023 12:00;11.68
374;1452;195;General Query;8;3;No;-0.8;57.92;65;English;v1.0;No;16/01/2023 13:00;5.89
375;4108;544;Technical Support;8;2;Yes;0.02;97.99;76;French;v2.0;No;16/01/2023 14:00;10.1
376;2183;334;General Query;7;3;No;0.99;90.03;25;English;v1.1;Yes;16/01/2023 15:00;9.2
377;4062;86;General Query;7;5;No;0.99;81.01;36;French;v2.0;No;16/01/2023 16:00;8.9
378;3056;572;General Query;7;2;Yes;-0.06;50.49;58;English;v1.1;No;16/01/2023 17:00;5.45
379;4304;203;Feedback;8;4;Yes;-0.18;90.6;42;English;v1.1;No;16/01/2023 18:00;9.96
380;4170;54;Technical Support;4;3;Yes;0.7;70.17;39;English;v1.1;Yes;16/01/2023 19:00;8.02
381;2682;524;Feedback;6;4;No;0.14;89.82;94;Spanish;v2.1;No;16/01/2023 20:00;9.58
382;3863;95;Product Inquiry;8;2;No;0.47;98.31;84;Spanish;v1.1;Yes;16/01/2023 21:00;9.63
383;3255;491;Technical Support;8;3;Yes;-0.11;61.98;83;French;v2.0;No;16/01/2023 22:00;6.8
384;2154;542;Feedback;4;5;Yes;0.1;84.76;46;English;v2.0;No;16/01/2023 23:00;10.08
385;1403;302;General Query;1;1;No;-0.12;79.56;11;English;v1.1;Yes;17/01/2023 00:00;8.16
386;3199;555;Others;2;4;Yes;-0.83;94.09;10;Spanish;v1.0;No;17/01/2023 01:00;10.91
387;3101;293;Feedback;4;3;No;-0.02;76.12;66;English;v2.1;No;17/01/2023 02:00;8.11
388;4191;558;Others;9;2;Yes;-0.15;73.54;19;English;v1.0;No;17/01/2023 03:00;7.55
389;2696;73;Feedback;3;4;Yes;0.06;61.79;69;English;v2.0;No;17/01/2023 04:00;7.58
390;4991;74;Technical Support;5;3;Yes;-0.53;78.8;94;French;v2.1;No;17/01/2023 05:00;8.78
391;1627;296;Feedback;1;5;Yes;0.67;94.76;59;English;v2.0;No;17/01/2023 06:00;11.38
392;1586;462;Product Inquiry;5;2;Yes;0.27;88.83;37;English;v1.1;No;17/01/2023 07:00;9.48
393;2648;437;Technical Support;1;4;Yes;0.53;75.09;99;Spanish;v2.1;No;17/01/2023 08:00;9.11
394;2443;244;General Query;6;3;Yes;-0.15;74.74;54;English;v2.1;Yes;17/01/2023 09:00;8.27
395;2445;589;Technical Support;1;3;No;0.34;51.33;57;English;v2.1;No;17/01/2023 10:00;5.93
396;1103;274;Technical Support;2;3;Yes;0.51;88.33;74;Other;v2.1;Yes;17/01/2023 11:00;10.03
397;4923;195;Technical Support;9;3;Yes;0.07;92.65;53;English;v1.0;No;17/01/2023 12:00;9.76
398;1253;585;Technical Support;3;3;Yes;0.83;71.83;73;Spanish;v2.1;No;17/01/2023 13:00;8.28
399;4298;165;Product Inquiry;9;3;Yes;-0.91;96.99;13;English;v1.0;No;17/01/2023 14:00;10.2
400;4183;404;Product Inquiry;4;4;Yes;0.91;78.76;47;German;v2.0;No;17/01/2023 15:00;9.18
401;3557;281;General Query;5;4;Yes;0.8;61.5;28;English;v2.0;No;17/01/2023 16:00;7.35
402;2496;550;General Query;7;4;Yes;0.65;69.05;91;Other;v2.1;No;17/01/2023 17:00;7.9
403;1098;390;Product Inquiry;4;4;Yes;0.21;87.53;11;Spanish;v2.1;No;17/01/2023 18:00;10.05
404;3200;216;Product Inquiry;6;3;Yes;-0.89;62.14;56;Spanish;v2.1;No;17/01/2023 19:00;7.01
405;2884;303;General Query;9;4;Yes;-0.73;78.64;20;English;v1.1;Yes;17/01/2023 20:00;8.66
406;3961;321;General Query;8;3;No;0.46;59.96;44;Spanish;v1.0;No;17/01/2023 21:00;6.1
407;2919;151;General Query;1;4;Yes;1.0;78.64;16;English;v2.0;No;17/01/2023 22:00;9.46
408;1877;139;Technical Support;6;3;Yes;0.43;60.85;42;English;v2.0;No;17/01/2023 23:00;6.89
409;1337;155;Product Inquiry;9;2;Yes;-0.74;70.46;70;English;v1.1;No;18/01/2023 00:00;7.25
410;4777;592;General Query;3;4;Yes;0.85;69.43;63;Spanish;v2.1;No;18/01/2023 01:00;8.34
411;3869;548;Technical Support;3;3;Yes;-0.9;58.34;61;English;v2.0;No;18/01/2023 02:00;6.93
412;4234;53;General Query;5;4;Yes;0.51;70.98;98;Spanish;v2.1;No;18/01/2023 03:00;8.3
413;4791;551;Technical Support;9;4;No;-0.85;52.76;91;German;v1.0;No;18/01/2023 04:00;5.58
414;1956;227;General Query;3;5;Yes;-0.93;99.38;5;Spanish;v2.1;Yes;18/01/2023 05:00;11.64
415;2704;318;Others;5;3;Yes;0.38;62.8;18;French;v1.0;No;18/01/2023 06:00;7.18
416;1160;541;General Query;5;4;No;-0.3;85.97;16;English;v1.0;No;18/01/2023 07:00;9.3
417;2603;113;Technical Support;8;4;Yes;-0.14;85.61;36;Other;v1.1;No;18/01/2023 08:00;9.46
418;3848;433;Product Inquiry;2;5;Yes;0.0;84.54;20;French;v2.1;No;18/01/2023 09:00;10.25
419;1397;390;General Query;8;3;Yes;-0.18;95.24;61;English;v1.0;No;18/01/2023 10:00;10.12
420;2300;428;General Query;1;4;Yes;0.82;55.14;95;Spanish;v1.0;No;18/01/2023 11:00;7.11
421;1815;402;General Query;5;4;Yes;-0.85;52.42;90;English;v2.1;No;18/01/2023 12:00;6.44
422;4987;460;Technical Support;3;5;Yes;-0.31;52.14;87;English;v2.1;No;18/01/2023 13:00;6.91
423;2527;466;General Query;5;3;Yes;-0.5;74.25;35;English;v1.1;No;18/01/2023 14:00;8.33
424;2919;90;Technical Support;9;2;Yes;-0.53;95.72;55;English;v2.1;No;18/01/2023 15:00;9.77
425;2415;103;Technical Support;1;4;Yes;-0.57;78.15;98;Spanish;v2.1;No;18/01/2023 16:00;9.42
426;2158;228;General Query;6;3;Yes;0.44;68.18;38;German;v2.1;Yes;18/01/2023 17:00;7.62
427;2218;278;General Query;6;1;No;-0.37;73.38;26;Spanish;v2.0;No;18/01/2023 18:00;7.04
428;1400;258;Feedback;7;3;Yes;0.54;62.24;57;English;v1.0;No;18/01/2023 19:00;6.92
429;1639;321;General Query;5;4;Yes;0.14;86.51;96;English;v1.0;No;18/01/2023 20:00;9.85
430;4104;251;General Query;7;3;No;-0.25;88.83;46;English;v2.0;No;18/01/2023 21:00;9.08
431;3735;301;Technical Support;2;3;Yes;-0.12;62.48;71;English;v2.0;No;18/01/2023 22:00;7.45
432;1459;413;General Query;2;4;Yes;-0.37;89.18;16;English;v1.0;No;18/01/2023 23:00;10.42
433;1954;437;Product Inquiry;8;3;Yes;-0.52;61.89;58;French;v1.1;Yes;19/01/2023 00:00;6.79
434;4954;225;General Query;6;1;Yes;0.06;69.1;41;English;v2.1;No;19/01/2023 01:00;7.11
435;1469;283;Others;5;4;Yes;-0.06;52.54;68;English;v2.1;No;19/01/2023 02:00;6.45
436;4446;330;Product Inquiry;3;2;Yes;-0.51;56.66;36;English;v2.0;No;19/01/2023 03:00;6.47
437;2045;98;Others;4;4;Yes;0.95;65.17;54;English;v1.0;No;19/01/2023 04:00;7.82
438;3797;361;General Query;8;3;Yes;-0.43;75.14;52;English;v2.0;No;19/01/2023 05:00;8.11
439;2693;581;General Query;7;3;Yes;-0.75;93.07;64;Spanish;v2.1;No;19/01/2023 06:00;10.01
440;3085;114;Feedback;9;1;Yes;-0.19;90.84;41;French;v2.1;No;19/01/2023 07:00;8.98
441;3277;370;General Query;3;2;Yes;-0.73;87.04;86;English;v1.1;No;19/01/2023 08:00;9.5
442;4436;81;Product Inquiry;6;5;Yes;0.87;65.72;87;English;v2.1;No;19/01/2023 09:00;7.97
443;1562;161;General Query;7;3;Yes;0.68;87.48;74;English;v1.1;No;19/01/2023 10:00;9.45
444;3485;130;Others;2;5;Yes;-0.51;83.11;9;English;v1.1;No;19/01/2023 11:00;10.11
445;2799;546;General Query;4;5;Yes;-0.66;70.34;12;English;v1.1;No;19/01/2023 12:00;8.63
446;4354;176;Technical Support;1;2;Yes;-0.14;88.62;33;English;v1.0;No;19/01/2023 13:00;9.86
447;3074;558;Product Inquiry;4;5;Yes;0.02;82.59;56;English;v2.1;No;19/01/2023 14:00;9.86
448;1225;28;General Query;2;4;No;-0.07;71.17;85;Spanish;v2.1;No;19/01/2023 15:00;8.12
449;4348;295;General Query;7;3;No;0.44;68.34;90;Spanish;v1.0;No;19/01/2023 16:00;7.03
450;1797;246;Feedback;1;3;Yes;0.68;88.73;68;English;v2.0;No;19/01/2023 17:00;10.17
451;4680;205;Technical Support;6;2;Yes;-0.65;51.61;32;English;v2.1;No;19/01/2023 18:00;5.66
452;3331;235;Technical Support;3;3;Yes;0.13;57.5;34;English;v2.1;No;19/01/2023 19:00;6.85
453;3926;452;Product Inquiry;8;4;Yes;0.24;54.19;67;Other;v2.1;No;19/01/2023 20:00;6.32
454;1959;588;General Query;8;3;Yes;-0.44;96.36;30;German;v2.0;No;19/01/2023 21:00;10.24
455;2504;375;Technical Support;7;3;Yes;-0.41;56.8;32;French;v2.1;No;19/01/2023 22:00;6.38
456;1452;411;Product Inquiry;7;3;Yes;0.32;78.28;65;English;v2.1;No;19/01/2023 23:00;8.53
457;4067;598;Technical Support;1;1;Yes;-0.69;91.86;59;English;v1.0;No;20/01/2023 00:00;9.89
458;4900;294;General Query;9;4;Yes;-0.31;79.9;38;English;v1.1;No;20/01/2023 01:00;8.79
459;1815;513;Others;3;2;Yes;-0.55;60.87;30;Spanish;v1.0;No;20/01/2023 02:00;6.89
460;1658;470;General Query;8;3;Yes;0.16;69.88;76;French;v2.0;No;20/01/2023 03:00;7.59
461;4587;439;General Query;2;4;Yes;0.73;92.69;22;English;v1.0;No;20/01/2023 04:00;10.77
462;1546;183;Feedback;1;4;Yes;-0.41;91.95;70;English;v1.1;No;20/01/2023 05:00;10.8
463;2215;582;Product Inquiry;1;2;Yes;-0.43;92.08;67;English;v1.1;No;20/01/2023 06:00;10.21
464;4120;202;General Query;8;1;Yes;-0.37;76.88;69;English;v1.0;No;20/01/2023 07:00;7.69
465;4583;329;Technical Support;9;3;No;0.75;73.94;88;English;v1.0;No;20/01/2023 08:00;7.39
466;1016;36;Product Inquiry;3;2;Yes;-0.61;70.1;65;Spanish;v1.0;No;20/01/2023 09:00;7.81
467;4243;465;General Query;7;3;Yes;-0.86;57.82;21;German;v2.0;No;20/01/2023 10:00;6.48
468;2243;189;Technical Support;2;4;Yes;-0.96;55.16;29;English;v2.0;No;20/01/2023 11:00;7.02
469;3205;299;General Query;8;3;No;0.46;60.84;60;Other;v1.1;No;20/01/2023 12:00;6.18
470;3524;359;General Query;3;4;Yes;-0.41;59.45;64;English;v1.0;No;20/01/2023 13:00;7.35
471;2069;538;General Query;5;5;Yes;0.74;94.67;27;English;v1.1;No;20/01/2023 14:00;10.97
472;4444;30;Product Inquiry;7;4;Yes;0.27;86.89;88;Spanish;v1.1;Yes;20/01/2023 15:00;9.69
473;3565;543;General Query;9;4;Yes;-0.9;65.83;29;Other;v1.0;No;20/01/2023 16:00;7.38
474;3146;152;Feedback;1;4;Yes;0.36;74.31;36;Spanish;v2.1;No;20/01/2023 17:00;9.03
475;4963;167;Product Inquiry;5;1;Yes;-1.0;87.34;6;German;v2.0;No;20/01/2023 18:00;9.03
476;2768;585;General Query;1;4;No;-0.02;93.43;90;English;v1.0;No;20/01/2023 19:00;10.44
477;2060;98;Technical Support;2;4;Yes;0.03;66.6;97;English;v2.0;No;20/01/2023 20:00;8.16
478;3327;365;Technical Support;4;3;Yes;-0.67;77.82;18;French;v2.1;No;20/01/2023 21:00;8.78
479;4420;268;Product Inquiry;3;4;Yes;-0.42;60.35;43;English;v2.1;No;20/01/2023 22:00;7.44
480;3544;561;General Query;5;4;Yes;-0.24;55.68;27;Spanish;v2.0;No;20/01/2023 23:00;6.77
481;1301;43;General Query;6;4;Yes;-0.87;62.04;28;English;v2.1;No;21/01/2023 00:00;7.3
482;1180;490;Feedback;1;3;Yes;-0.44;80.13;56;English;v1.0;No;21/01/2023 01:00;9.31
483;1606;220;General Query;9;5;No;-0.3;55.21;18;French;v1.1;No;21/01/2023 02:00;6.12
484;4170;150;General Query;2;3;Yes;0.77;56.81;97;Spanish;v1.1;No;21/01/2023 03:00;6.88
485;1699;375;Product Inquiry;8;2;Yes;0.38;74.24;75;French;v1.1;No;21/01/2023 04:00;7.72
486;1992;169;General Query;9;3;Yes;0.7;88.92;59;Spanish;v1.0;No;21/01/2023 05:00;9.39
487;2139;545;Others;1;3;Yes;-0.33;54.63;78;English;v2.0;No;21/01/2023 06:00;6.76
488;1190;323;Feedback;2;4;Yes;0.93;58.39;91;English;v2.1;No;21/01/2023 07:00;7.34
489;3300;560;Product Inquiry;3;1;Yes;0.02;53.33;88;English;v1.0;No;21/01/2023 08:00;5.83
490;1980;69;Technical Support;9;4;No;-0.65;73.42;57;English;v1.1;No;21/01/2023 09:00;7.64
491;3975;483;Product Inquiry;3;3;Yes;0.03;82.95;96;English;v2.1;No;21/01/2023 10:00;9.4
492;3006;259;Technical Support;6;3;Yes;0.45;94.89;36;German;v1.0;No;21/01/2023 11:00;10.29
493;2184;501;Product Inquiry;9;3;No;0.8;58.52;42;English;v2.1;No;21/01/2023 12:00;5.85
494;4327;474;General Query;7;4;Yes;-0.62;91.79;93;English;v1.0;No;21/01/2023 13:00;10.18
495;4394;302;Feedback;6;4;Yes;-0.22;79.97;48;English;v2.1;No;21/01/2023 14:00;9.1
496;1127;354;Feedback;2;1;Yes;0.07;95.39;41;English;v1.0;No;21/01/2023 15:00;10.14
497;3065;371;Others;6;1;Yes;0.87;71.19;57;Spanish;v2.1;No;21/01/2023 16:00;7.32
498;2816;346;Technical Support;1;4;Yes;-0.57;69.91;80;English;v1.1;No;21/01/2023 17:00;8.59
